,Number,Channel,Check in,Check out,Rooms,Persons,Adults,Children,Total,Commission,Prepaid,Country,Reservation Date,Date of creation or modification,Cancellation Date ,Payment,Status 
672,1954269866,Booking.com XML,2019-03-03,2019-03-05,1 DBL Twin 1 SGL ,3,3,0,263.82,47.49,0.0,Argentina,2019-02-25 21:08,2019-02-25 21:09,,Credit card,New
673,1753737509,Booking.com XML,2019-03-03,2019-03-04,1 DBL Mat ,2,2,0,71.94,12.95,0.0,Argentina,2019-02-28 17:30,2019-02-28 17:31,,Credit card,New
674,1534956126,Booking.com XML,2019-03-03,2019-03-05,1 DBL Mat ,2,2,0,131.88,23.74,0.0,Uruguay,2019-03-02 16:37,2019-03-02 16:38,,Credit card,New
675,1209192360,Expedia XML,2019-03-03,2019-03-07,1 SGL ,1,1,0,162.52,0.0,162.52,,2019-03-03 12:07,2019-03-03 12:07,,Credit card,New
676,1760239890,Booking.com XML,2019-03-02,2019-03-06,1 TPL Twin ,3,3,0,349.6,62.93,0.0,Brazil,2018-07-14 10:36,2019-03-02 09:29,2019-03-02 09:29,Credit card,Cancelled
677,1560710989,Booking.com XML,2019-03-02,2019-03-09,1 TPL Twin ,3,3,0,806.1,145.1,0.0,Brazil,2018-11-20 14:49,2018-11-21 12:36,2018-11-21 12:36,Credit card,Cancelled
678,9880682502,Despegar PAM2 XML,2019-03-02,2019-03-09,1 SUP ,2,2,0,417.09,0.0,417.09,Brazil,2019-01-29 00:13,2019-01-29 00:13,,,New
679,9884054802,Despegar PAM2 XML,2019-03-02,2019-03-09,1 DBL Twin ,2,2,0,347.66,0.0,347.66,Brazil,2019-01-29 12:57,2019-01-29 12:57,,,New
680,9929768302,Despegar PAM2 XML,2019-03-02,2019-03-06,1 DBL Mat ,2,2,0,200.81,0.0,200.81,Brazil,2019-02-02 19:22,2019-02-09 11:11,2019-02-09 11:11,,Cancelled
681,1813937465,Booking.com XML,2019-03-02,2019-03-04,1 SGL ,1,1,0,134.94,24.29,0.0,Brazil,2019-02-08 19:24,2019-03-04 12:21,,Credit card,Modified
682,1379184547,Booking.com XML,2019-03-02,2019-03-07,1 DBL Mat ,2,2,0,304.95,54.89,0.0,Brazil,2019-02-09 22:40,2019-02-09 22:40,,Credit card,New
683,280002,RoomCloud  BE & Metasearch Engine,2019-03-02,2019-03-05,1 Habitación Doble Matrimonial ,2,2,0,232.71,0.0,232.71,Argentina,2019-02-24 19:24,2019-02-24 19:24,,Credit card,New
684,1354653357,Booking.com XML,2019-03-02,2019-03-05,1 TPL Mat 1 SGL ,5,4,1,441.81,79.53,0.0,Argentina,2019-02-25 16:08,2019-02-27 23:43,,Credit card,Modified
685,280443,RoomCloud  BE & Metasearch Engine,2019-03-02,2019-03-03,1 Habitación Doble - 2 camas ,2,2,0,86.14,0.0,86.14,Argentina,2019-02-26 12:32,2019-02-26 12:32,,Credit card,New
686,1764220458,Booking.com XML,2019-03-02,2019-03-05,1 DBL Twin ,2,2,0,202.32,36.42,0.0,Spain,2019-02-26 17:22,2019-02-26 17:23,,Credit card,New
687,1253353178,Booking.com XML,2019-03-02,2019-03-03,1 DBL Mat ,2,2,0,68.35,12.3,0.0,Afghanistan,2019-02-27 09:46,2019-02-27 09:46,,Credit card,New
688,1909176250,Booking.com XML,2019-03-02,2019-03-03,1 DBL Mat ,2,2,0,68.35,12.3,0.0,Germany,2019-02-27 10:45,2019-02-27 10:46,,Credit card,New
689,1762723182,Booking.com XML,2019-03-02,2019-03-05,1 DBL Mat ,2,2,0,206.07,37.09,0.0,USA,2019-02-27 16:09,2019-02-27 16:09,,Credit card,New
690,1848562574,Booking.com XML,2019-03-02,2019-03-04,1 SGL ,1,1,0,179.92,32.39,0.0,USA,2019-02-27 16:26,2019-02-28 16:18,2019-02-28 16:17,Credit card,Cancelled
691,1826234806,Booking.com XML,2019-03-02,2019-03-03,1 DBL Mat ,2,2,0,79.94,14.39,0.0,Uruguay,2019-03-01 19:46,2019-03-01 19:47,,Credit card,New
692,1548293104,Booking.com XML,2019-03-02,2019-03-03,1 SGL ,1,1,0,75.97,13.67,0.0,Argentina,2019-03-01 23:41,2019-03-01 23:41,,Credit card,New
693,1550194775,Booking.com XML,2019-03-02,2019-03-03,1 TPL Twin ,3,2,1,97.12,17.48,0.0,Poland,2019-03-02 11:20,2019-03-02 11:21,,Credit card,New
694,1088437455,Expedia XML,2019-03-01,2019-03-06,1 TPL Mat ,3,3,0,354.8,0.0,354.8,,2018-08-02 15:46,2018-08-02 15:46,,Credit card,New
695,274990,RoomCloud  BE & Metasearch Engine,2019-03-01,2019-03-04,1 Habitación Doble Superior ,2,2,0,283.18,0.0,0.0,Argentina,2019-02-05 16:20,2019-02-05 16:20,,Transfer,New
696,10054021302,Despegar PAM2 XML,2019-03-01,2019-03-03,1 DBL Twin ,2,2,0,170.24,0.0,0.0,Argentina,2019-02-15 12:53,2019-02-15 12:53,,Credit card,New
697,1639190434,Booking.com XML,2019-03-01,2019-03-05,1 TPL Twin ,3,3,0,352.95,63.53,0.0,Brazil,2019-02-23 22:30,2019-02-23 22:30,,Credit card,New
698,2075629294,Booking.com XML,2019-03-01,2019-03-04,1 DBL Mat ,2,2,0,209.82,37.77,0.0,Argentina,2019-02-25 19:47,2019-02-26 05:36,,Credit card,Modified
699,280515,RoomCloud  BE & Metasearch Engine,2019-03-01,2019-03-06,1 Habitación Doble Matrimonial ,2,2,0,290.21,0.0,290.21,Bolivia  plurinational state of,2019-02-26 16:51,2019-02-26 16:51,,Credit card,New
700,249-690188,Hotelbeds XML,2019-03-01,2019-03-03,1 SGL ,1,1,0,131.94,32.98,131.94,,2019-02-26 20:00,2019-02-27 19:31,,,New
701,1509840489,Booking.com XML,2019-03-01,2019-03-03,1 DBL Mat ,2,2,0,141.48,25.47,0.0,Argentina,2019-02-28 19:40,2019-02-28 19:40,,Credit card,New
702,2071640318,Booking.com XML,2019-03-01,2019-03-05,1 SGL ,1,1,0,245.13,44.12,0.0,Argentina,2019-03-01 11:44,2019-03-01 11:44,,Credit card,New
703,2093217545,Booking.com XML,2019-03-01,2019-03-03,1 SGL ,1,1,0,125.54,22.6,0.0,Argentina,2019-03-01 13:37,2019-03-01 13:38,,Credit card,New
704,1208101972,Expedia XML,2019-03-01,2019-03-03,1 DBL Mat ,2,2,0,106.78,0.0,106.78,,2019-03-01 14:51,2019-03-01 14:51,,Credit card,New
705,1208143225,Expedia XML,2019-03-01,2019-03-02,1 TPL Mat ,4,2,2,56.58,0.0,56.58,,2019-03-01 15:59,2019-03-01 15:59,,Credit card,New
706,2093220234,Booking.com XML,2019-03-01,2019-03-04,1 DBL Mat ,2,2,0,188.82,33.99,0.0,Argentina,2019-03-01 18:46,2019-03-01 18:46,,Credit card,New
707,10184634002,Despegar PAM2 XML,2019-03-01,2019-03-03,1 DBL Mat ,2,2,0,129.2,0.0,0.0,Argentina,2019-03-01 20:13,2019-03-01 20:13,,Credit card,New
708,1485074504,Booking.com XML,2019-03-01,2019-03-02,1 DBL Mat ,2,2,0,53.54,9.64,0.0,Netherlands,2019-03-01 21:51,2019-03-01 21:51,,Credit card,New
0,3557950516,Booking.com XML,2019-06-30,2019-07-07,1 SGL ,1,1,0,320.45,57.68,0.0,Brazil,2019-04-25 00:23,2019-04-29 00:14,2019-04-29 00:14,Credit card,Cancelled
1,3214447459,Booking.com XML,2019-06-30,2019-07-14,1 SGL ,1,1,0,654.4,117.79,0.0,Brazil,2019-05-03 14:14,2019-05-03 14:15,,Credit card,New
2,2349130255,Booking.com XML,2019-06-30,2019-07-02,1 SGL ,1,1,0,91.94,16.55,0.0,Argentina,2019-06-18 13:30,2019-06-18 13:30,,Credit card,New
3,11139886102,Despegar PAM2 XML,2019-06-30,2019-07-07,1 SGL ,1,1,0,250.65,0.0,250.65,Brazil,2019-06-22 08:20,2019-06-22 08:20,,,New
4,2481031863,Booking.com XML,2019-06-30,2019-07-14,1 DBL Mat ,2,2,0,724.91,130.48,0.0,Colombia,2019-06-22 09:25,2019-06-22 09:25,,Credit card,New
5,3527923252,Booking.com XML,2019-06-30,2019-07-01,1 TPL Mat 1 TPL Twin ,6,6,0,130.24,23.44,0.0,Argentina,2019-06-24 22:06,2019-06-24 22:06,,Credit card,New
6,3336733815,Booking.com XML,2019-06-30,2019-07-02,1 SGL ,1,1,0,91.94,16.55,0.0,Argentina,2019-06-26 17:32,2019-06-26 17:32,,Credit card,New
7,2165363330,Booking.com XML,2019-06-30,2019-07-02,1 SGL ,1,1,0,91.94,16.55,0.0,Argentina,2019-06-29 14:30,2019-06-29 14:31,,Credit card,New
8,1207474450,Expedia XML,2019-06-29,2019-07-04,1 TPL Mat ,2,2,0,277.2,0.0,277.2,,2019-02-28 16:47,2019-02-28 16:47,,Credit card,New
9,1207474452,Expedia XML,2019-06-29,2019-07-04,1 TPL Mat ,3,2,1,277.2,0.0,277.2,,2019-02-28 16:47,2019-02-28 16:47,,Credit card,New
10,3200449155,Booking.com XML,2019-06-29,2019-07-02,1 TPL Twin ,3,3,0,209.4,37.69,0.0,Brazil,2019-03-23 17:05,2019-03-23 17:05,,Credit card,New
11,2343259024,Booking.com XML,2019-06-29,2019-06-30,1 DBL Mat ,2,2,0,50.57,9.1,0.0,Brazil,2019-03-26 18:11,2019-03-26 18:11,,Credit card,New
12,249-704602,Hotelbeds XML,2019-06-29,2019-07-14,1 SGL ,1,1,0,779.55,0.0,779.55,,2019-04-15 19:00,2019-04-16 15:31,2019-04-16 15:31,,Cancelled
13,1239116570,Expedia XML,2019-06-29,2019-07-14,1 DBL Mat ,1,1,0,601.35,0.0,601.35,,2019-04-16 15:27,2019-04-16 15:27,,Credit card,New
14,1239774464,Expedia XML,2019-06-29,2019-07-14,1 DBL Mat ,1,1,0,601.35,0.0,601.35,,2019-04-17 14:16,2019-04-17 14:21,2019-04-17 14:21,Credit card,Cancelled
15,3607297817,Booking.com XML,2019-06-29,2019-07-02,1 TPL Twin ,3,3,0,209.4,37.69,0.0,Brazil,2019-04-22 16:17,2019-04-22 16:17,,Credit card,New
16,2345027623,Booking.com XML,2019-06-29,2019-06-30,1 DBL Mat ,2,2,0,56.19,10.11,0.0,Colombia,2019-05-04 16:45,2019-05-04 16:45,,Credit card,New
17,307751,RoomCloud  BE & Metasearch Engine,2019-06-29,2019-07-03,1 Single Room ,1,1,0,185.38,0.0,0.0,USA,2019-06-03 15:39,2019-06-03 15:39,,Cash,New
18,1276496631,Expedia XML,2019-06-29,2019-07-04,1 SGL ,1,1,0,184.22,0.0,184.22,,2019-06-12 11:03,2019-06-12 11:03,,Credit card,New
19,11159400502,Despegar PAM2 XML,2019-06-29,2019-07-05,1 DBL Mat ,1,1,0,315.62,0.0,315.62,Brazil,2019-06-24 16:48,2019-06-24 16:48,,,New
20,2896707103,Booking.com XML,2019-06-29,2019-06-30,1 DBL Mat ,2,2,0,50.35,9.06,0.0,Argentina,2019-06-26 20:21,2019-06-26 20:22,,Credit card,New
21,2439536572,Booking.com XML,2019-06-29,2019-07-03,1 DBL Mat ,2,2,0,187.26,33.71,0.0,Mexico,2019-06-27 22:48,2019-06-27 22:49,,Credit card,New
22,315310,RoomCloud  BE & Metasearch Engine,2019-06-29,2019-06-30,1 Habitación Doble Matrimonial ,2,2,0,58.91,0.0,58.91,Argentina,2019-06-29 12:49,2019-06-29 12:49,,Credit card,New
23,2560688690,Booking.com XML,2019-06-29,2019-07-02,1 DBL Mat ,2,2,0,128.09,23.06,0.0,Perú,2019-06-29 14:32,2019-06-29 14:33,,Credit card,New
24,2763170811,Booking.com XML,2019-06-29,2019-06-30,1 DBL Mat ,2,2,0,46.75,8.41,0.0,Argentina,2019-06-29 18:44,2019-06-29 18:57,,Credit card,Modified
25,2763144613,Booking.com XML,2019-06-29,2019-06-30,1 DBL Mat ,2,2,0,51.94,9.35,0.0,Argentina,2019-06-29 21:39,2019-06-29 21:40,,Credit card,New
26,249-711522,Hotelbeds XML,2019-06-28,2019-07-03,1 SGL ,1,1,0,251.1,62.77,251.1,,2019-05-09 19:00,2019-05-10 15:31,,,New
27,10798361902,Despegar PAM2 XML,2019-06-28,2019-07-02,1 DBL Mat ,2,2,0,152.95,0.0,152.95,Brazil,2019-05-14 18:35,2019-05-14 18:35,,,New
28,2720946781,Booking.com XML,2019-06-28,2019-07-03,1 SGL ,1,1,0,251.1,45.2,0.0,Brazil,2019-05-23 10:38,2019-06-01 16:45,2019-06-01 16:45,Credit card,Cancelled
29,10956044102,Despegar PAM2 XML,2019-06-28,2019-07-03,1 SGL ,1,1,0,176.77,0.0,0.0,Brazil,2019-05-31 16:41,2019-06-18 15:41,,Credit card,New
30,11064997702,Despegar PAM2 XML,2019-06-28,2019-07-02,1 DBL Twin ,2,2,0,206.68,0.0,0.0,Argentina,2019-06-13 18:38,2019-06-13 18:38,,Credit card,New
31,11069879202,Despegar PAM2 XML,2019-06-28,2019-06-29,1 DBL Mat 1 TPL Twin ,5,5,0,116.75,0.0,0.0,Argentina,2019-06-14 10:19,2019-06-14 10:19,,Credit card,New
32,249-723373,Hotelbeds XML,2019-06-28,2019-07-03,1 SGL ,1,1,0,251.85,62.96,251.85,,2019-06-17 19:00,2019-06-18 17:46,,,New
33,313335,RoomCloud  BE & Metasearch Engine,2019-06-28,2019-06-29,1 Habitación Doble Matrimonial ,1,1,0,90.65,0.0,0.0,Argentina,2019-06-22 12:35,2019-06-22 12:35,,Credit card,New
34,11164858702,Despegar PAM2 XML,2019-06-28,2019-06-29,1 DBL Mat ,2,2,0,54.46,0.0,0.0,Argentina,2019-06-25 08:32,2019-06-25 08:32,,Credit card,New
35,314107,RoomCloud  BE & Metasearch Engine,2019-06-28,2019-06-29,1 Single ,1,1,0,68.02,0.0,68.02,Argentina,2019-06-25 11:04,2019-06-25 11:04,,Credit card,New
36,2167288165,Booking.com XML,2019-06-28,2019-06-29,1 SGL ,1,1,0,55.97,10.07,0.0,Argentina,2019-06-26 22:08,2019-06-26 22:08,,Credit card,New
37,11192316202,Despegar PAM2 XML,2019-06-28,2019-06-30,1 DBL Twin ,2,2,0,108.29,0.0,0.0,Argentina,2019-06-28 00:44,2019-06-28 00:44,,Credit card,New
38,3329427465,Booking.com XML,2019-06-28,2019-07-01,1 DBL Mat ,2,2,0,149.82,26.97,0.0,Argentina,2019-06-28 13:55,2019-06-28 13:56,,Credit card,New
39,1193489174,Expedia XML,2019-06-27,2019-07-02,1 DBL Twin ,2,2,0,194.15,0.0,194.15,,2019-02-06 22:25,2019-02-06 22:25,,Credit card,New
40,249-688963,Hotelbeds XML,2019-06-27,2019-07-04,1 DBL Mat ,2,2,0,374.58,93.65,374.58,,2019-02-22 20:00,2019-02-23 16:16,,,New
41,1253216841,Expedia XML,2019-06-27,2019-06-29,1 DBL Mat ,2,2,0,86.92,0.0,86.92,,2019-05-08 18:58,2019-05-08 18:58,,Credit card,New
42,1253217387,Expedia XML,2019-06-27,2019-06-29,1 DBL Mat ,2,2,0,86.92,0.0,86.92,,2019-05-08 18:59,2019-05-08 18:59,,Credit card,New
43,1253217389,Expedia XML,2019-06-27,2019-06-29,1 DBL Mat ,2,2,0,86.92,0.0,86.92,,2019-05-08 18:59,2019-05-08 18:59,,Credit card,New
44,1253217390,Expedia XML,2019-06-27,2019-06-29,1 DBL Mat ,2,2,0,86.92,0.0,86.92,,2019-05-08 18:59,2019-05-08 18:59,,Credit card,New
45,2906309095,Booking.com XML,2019-06-27,2019-06-29,1 SGL ,1,1,0,91.07,16.39,0.0,Argentina,2019-05-14 01:57,2019-05-14 01:57,,Credit card,New
46,2313201932,Booking.com XML,2019-06-27,2019-06-28,1 TPL Mat ,3,2,1,68.55,12.34,0.0,Argentina,2019-05-21 12:15,2019-06-19 21:27,2019-06-19 21:27,Credit card,Cancelled
47,1271613532,Expedia XML,2019-06-27,2019-06-29,1 SUP ,2,2,0,102.48,0.0,102.48,,2019-06-05 10:17,2019-06-05 10:18,,Credit card,New
48,3265703254,Booking.com XML,2019-06-27,2019-06-30,1 DBL Mat ,2,2,0,166.32,29.94,0.0,Argentina,2019-06-25 15:40,2019-06-25 15:41,,Credit card,New
49,2870530164,Booking.com XML,2019-06-27,2019-06-29,1 SGL ,1,1,0,99.94,17.99,0.0,South Africa,2019-06-26 19:04,2019-06-27 00:03,,Credit card,Modified
50,2167213371,Booking.com XML,2019-06-27,2019-06-30,1 TPL Mat ,3,3,0,269.2,48.46,0.0,Paraguay,2019-06-27 01:25,2019-06-27 01:25,,Credit card,New
51,3075300110,Booking.com XML,2019-06-27,2019-06-29,1 TPL Mat ,3,3,0,142.24,25.6,0.0,Argentina,2019-06-27 09:06,2019-06-27 09:07,,Credit card,New
52,1261791958,Expedia XML,2019-06-26,2019-07-02,1 DBL Mat ,2,2,0,231.9,0.0,231.9,,2019-05-21 18:58,2019-05-21 21:03,2019-05-21 21:02,Credit card,Cancelled
53,2642291663,Booking.com XML,2019-06-26,2019-06-27,1 SGL ,1,1,0,43.97,7.91,0.0,Argentina,2019-06-21 23:54,2019-06-21 23:54,,Credit card,New
54,11159061602,Despegar PAM2 XML,2019-06-26,2019-06-27,1 DBL Mat ,2,2,0,40.83,0.0,0.0,Argentina,2019-06-24 16:14,2019-06-24 16:15,,Credit card,New
55,3005348072,Booking.com XML,2019-06-26,2019-06-27,1 DBL Twin ,2,2,0,47.94,8.63,0.0,Argentina,2019-06-25 22:08,2019-06-25 22:08,,Credit card,New
56,314391,RoomCloud  BE & Metasearch Engine,2019-06-26,2019-06-28,1 Single ,1,1,0,139.05,0.0,0.0,Argentina,2019-06-26 10:26,2019-06-26 10:26,,Cash,New
57,3397932707,Booking.com XML,2019-06-26,2019-06-28,1 DBL Mat ,2,2,0,99.88,17.98,0.0,Argentina,2019-06-26 10:31,2019-06-26 10:31,,Credit card,New
58,2896768734,Booking.com XML,2019-06-26,2019-06-30,1 DBL Mat ,2,2,0,190.14,34.23,0.0,Uruguay,2019-06-26 10:33,2019-06-26 10:34,,Credit card,New
59,314561,RoomCloud  BE & Metasearch Engine,2019-06-26,2019-06-27,1 Single ,1,1,0,49.87,0.0,49.87,Argentina,2019-06-26 17:49,2019-06-26 17:49,,Credit card,New
60,11178941402,Despegar PAM2 XML,2019-06-26,2019-06-27,1 SGL ,1,1,0,42.56,0.0,0.0,Argentina,2019-06-26 17:51,2019-06-26 17:51,,Credit card,New
61,3785498766,Booking.com XML,2019-06-25,2019-06-29,1 DBL Mat ,2,2,0,209.76,37.76,0.0,Brazil,2019-04-18 13:28,2019-04-18 13:28,,Credit card,New
62,297814,RoomCloud  BE & Metasearch Engine,2019-06-25,2019-06-27,2 Habitación Doble Matrimonial ,2,2,0,228.41,0.0,0.0,Argentina,2019-04-30 14:22,2019-04-30 14:22,,Transfer,New
63,2453638358,Booking.com XML,2019-06-25,2019-06-30,1 DBL Mat ,2,2,0,239.36,43.08,0.0,Brazil,2019-05-20 01:08,2019-05-30 23:58,2019-05-30 23:58,Credit card,Cancelled
64,3405265646,Booking.com XML,2019-06-25,2019-07-10,1 DBL Twin ,2,2,0,812.85,146.31,0.0,USA,2019-05-26 09:36,2019-06-10 22:55,2019-06-10 22:55,Credit card,Cancelled
65,10925810402,Despegar PAM2 XML,2019-06-25,2019-06-26,1 DBL Mat ,2,2,0,41.48,0.0,0.0,Argentina,2019-05-28 18:10,2019-05-28 18:10,,Credit card,New
66,3544492415,Booking.com XML,2019-06-25,2019-06-27,1 DBL Mat ,2,2,0,101.13,18.2,0.0,Argentina,2019-06-02 10:42,2019-06-02 10:42,,Credit card,New
67,3945545871,Booking.com XML,2019-06-25,2019-07-03,1 DBL Mat ,2,2,0,350.58,63.1,0.0,Brazil,2019-06-21 19:05,2019-06-23 16:30,,Credit card,Modified
68,3805663941,Booking.com XML,2019-06-25,2019-06-30,1 SGL ,1,1,0,232.35,41.82,0.0,Brazil,2019-06-21 19:12,2019-06-21 19:12,,Credit card,New
69,2399924702,Booking.com XML,2019-06-25,2019-06-26,1 TPL Twin ,3,3,0,65.12,11.72,0.0,Argentina,2019-06-24 19:48,2019-06-24 19:48,,Credit card,New
70,3527904626,Booking.com XML,2019-06-25,2019-06-29,1 DBL Mat ,2,2,0,200.01,36.0,0.0,Brazil,2019-06-25 17:41,2019-06-25 17:41,,Credit card,New
71,2345037570,Booking.com XML,2019-06-24,2019-06-29,1 TPL Twin ,3,3,0,308.49,55.53,0.0,Brazil,2019-05-02 21:43,2019-06-16 18:33,2019-06-16 18:32,Credit card,Cancelled
72,2303728847,Booking.com XML,2019-06-24,2019-06-29,1 DBL Mat ,2,2,0,262.2,47.2,0.0,USA,2019-05-11 22:53,2019-05-19 23:08,,Credit card,Modified
73,3072158910,Booking.com XML,2019-06-24,2019-06-28,1 SGL ,1,1,0,191.13,34.4,0.0,Paraguay,2019-05-29 18:05,2019-05-29 18:05,,Credit card,New
74,2658998502,Booking.com XML,2019-06-24,2019-06-25,1 SGL ,1,1,0,43.97,7.91,0.0,Argentina,2019-06-20 22:43,2019-06-20 22:44,,Credit card,New
75,3258115514,Booking.com XML,2019-06-24,2019-06-25,1 SGL 1 DBL Mat ,3,3,0,91.91,16.54,0.0,Argentina,2019-06-22 11:59,2019-06-22 11:59,,Credit card,New
76,2959946651,Booking.com XML,2019-06-24,2019-06-25,1 SGL ,1,1,0,43.97,7.91,0.0,Argentina,2019-06-23 23:09,2019-06-23 23:09,,Credit card,New
77,1023687904,Booking.com XML,2019-06-23,2019-07-01,1 TPL Mat ,3,2,1,548.4,98.71,0.0,Brazil,2019-02-15 15:17,2019-02-15 15:17,,Credit card,New
78,1261932964,Expedia XML,2019-06-23,2019-06-25,1 DBL Mat ,2,2,0,101.13,0.0,0.0,,2019-05-21 23:16,2019-05-21 23:16,,Credit card,New
79,305517,RoomCloud  BE & Metasearch Engine,2019-06-23,2019-06-24,1 Habitación Doble - 2 camas ,2,2,0,54.98,0.0,0.0,Argentina,2019-05-26 21:17,2019-06-24 05:56,,Cash,No show
80,10993513002,Despegar PAM2 XML,2019-06-23,2019-06-30,1 SGL ,1,1,0,240.09,0.0,240.09,Brazil,2019-06-05 10:36,2019-06-05 10:36,,,New
81,10995846602,Despegar PAM2 XML,2019-06-23,2019-06-24,1 DBL Twin ,2,2,0,50.27,0.0,0.0,Argentina,2019-06-05 15:04,2019-06-05 15:04,,Credit card,New
82,3196311491,Booking.com XML,2019-06-23,2019-06-24,1 DBL Mat ,2,2,0,51.94,9.35,0.0,Argentina,2019-06-15 10:57,2019-06-15 10:57,,Credit card,New
83,3659569507,Booking.com XML,2019-06-23,2019-06-26,1 SGL ,1,1,0,131.16,23.61,0.0,Argentina,2019-06-19 10:28,2019-06-19 10:28,,Credit card,New
84,3565899173,Booking.com XML,2019-06-23,2019-06-24,1 SGL ,1,1,0,39.57,7.12,0.0,Argentina,2019-06-22 20:40,2019-06-22 20:40,,Credit card,New
85,3850965796,Booking.com XML,2019-06-23,2019-06-24,1 SGL ,1,1,0,47.94,8.63,0.0,Brazil,2019-06-23 11:38,2019-06-23 11:39,,Credit card,New
86,3486055164,Booking.com XML,2019-06-22,2019-06-24,1 DBL Mat ,2,2,0,101.14,18.21,0.0,Brazil,2019-05-08 21:02,2019-05-08 21:03,,Credit card,New
87,1273075072,Expedia XML,2019-06-22,2019-06-23,1 DBL Mat ,2,2,0,56.27,0.0,56.27,,2019-06-07 09:54,2019-06-07 09:54,,Credit card,New
88,311102,RoomCloud  BE & Metasearch Engine,2019-06-22,2019-06-25,1 Superior Double Room ,1,1,0,173.77,0.0,173.77,Brazil,2019-06-14 14:00,2019-06-14 14:00,,Credit card,New
89,311174,RoomCloud  BE & Metasearch Engine,2019-06-22,2019-06-24,1 Habitación Doble Matrimonial ,2,2,0,114.63,0.0,114.63,Uruguay,2019-06-14 19:00,2019-06-14 19:00,,Credit card,New
90,2526181188,Booking.com XML,2019-06-22,2019-06-23,1 DBL Mat ,2,2,0,73.54,13.24,0.0,Argentina,2019-06-18 17:59,2019-06-18 17:59,,Credit card,New
91,3976972206,Booking.com XML,2019-06-22,2019-06-29,1 SGL ,1,1,0,335.04,60.31,0.0,Chile,2019-06-18 22:28,2019-06-18 22:28,,Credit card,New
92,3910559859,Booking.com XML,2019-06-22,2019-06-23,1 DBL Mat ,2,2,0,50.35,9.06,0.0,Argentina,2019-06-21 15:13,2019-06-21 15:13,,Credit card,New
93,3621832176,Booking.com XML,2019-06-22,2019-06-24,1 DBL Twin ,2,2,0,103.88,18.7,0.0,Mexico,2019-06-21 16:11,2019-06-21 16:11,,Credit card,New
94,1283294654,Expedia XML,2019-06-22,2019-06-23,1 DBL Mat ,2,2,0,44.75,0.0,44.75,,2019-06-21 20:56,2019-06-21 20:56,,Credit card,New
95,313331,RoomCloud  BE & Metasearch Engine,2019-06-22,2019-06-23,1 Single ,1,1,0,78.6,0.0,0.0,Argentina,2019-06-22 12:29,2019-06-22 12:29,,Credit card,New
96,3621837108,Booking.com XML,2019-06-22,2019-06-23,1 DBL Mat ,2,2,0,50.35,9.06,0.0,Argentina,2019-06-22 15:11,2019-06-22 15:11,,Credit card,New
97,3675169376,Booking.com XML,2019-06-22,2019-06-24,1 DBL Twin ,2,2,0,103.88,18.7,0.0,Argentina,2019-06-22 20:44,2019-06-22 20:44,,Credit card,New
98,1203014167,Expedia XML,2019-06-21,2019-06-26,1 DBL Mat ,2,2,0,188.75,0.0,188.75,,2019-02-21 20:31,2019-02-21 20:31,,Credit card,New
99,1203014212,Expedia XML,2019-06-21,2019-06-26,1 DBL Mat ,2,2,0,188.75,0.0,188.75,,2019-02-21 20:31,2019-02-21 20:31,,Credit card,New
100,1203014256,Expedia XML,2019-06-21,2019-06-26,1 DBL Mat ,2,2,0,188.75,0.0,188.75,,2019-02-21 20:31,2019-02-21 20:31,,Credit card,New
101,10563554002,Despegar PAM2 XML,2019-06-21,2019-06-27,1 DBL Mat ,2,2,0,226.79,0.0,226.79,Brazil,2019-04-12 22:57,2019-04-12 23:34,,,New
102,249-708677,Hotelbeds XML,2019-06-21,2019-06-30,1 SGL ,1,1,0,453.48,113.37,453.48,,2019-04-30 19:00,2019-05-01 16:01,,,New
103,2817728098,Booking.com XML,2019-06-21,2019-06-25,1 DBL Mat 1 DBL Mat ,4,4,0,457.02,82.26,0.0,Brazil,2019-05-02 23:05,2019-05-03 16:55,2019-05-03 16:55,Credit card,Cancelled
104,3975050383,Booking.com XML,2019-06-21,2019-06-22,1 DBL Twin ,2,2,0,67.44,12.14,0.0,Argentina,2019-05-18 15:14,2019-05-18 15:14,,Credit card,New
105,3254516679,Booking.com XML,2019-06-21,2019-06-26,1 TPL Mat ,3,2,1,325.35,58.56,0.0,Brazil,2019-05-28 16:08,2019-06-18 12:20,2019-06-18 12:20,Credit card,Cancelled
106,3379812224,Booking.com XML,2019-06-21,2019-06-24,1 DBL Mat ,2,2,0,189.57,34.12,0.0,Argentina,2019-06-12 20:03,2019-06-12 20:03,,Credit card,New
107,11071145002,Despegar PAM2 XML,2019-06-21,2019-06-22,1 SGL ,1,1,0,56.3,0.0,56.3,Mexico,2019-06-14 13:00,2019-06-14 13:00,,,New
108,3685815626,Booking.com XML,2019-06-21,2019-06-23,1 DBL Twin ,2,2,0,154.28,27.77,0.0,Argentina,2019-06-18 01:41,2019-06-18 01:41,,Credit card,New
109,2352550432,Booking.com XML,2019-06-21,2019-06-28,1 DBL Mat ,2,2,0,393.33,70.8,0.0,Brazil,2019-06-19 18:15,2019-06-21 07:30,2019-06-21 07:30,Credit card,Cancelled
110,11133106302,Despegar PAM2 XML,2019-06-21,2019-06-28,1 DBL Mat ,2,2,0,271.62,0.0,271.62,Brazil,2019-06-21 13:11,2019-06-21 13:11,,,New
